"","V1","V2"
"16650","ENSG00000196987.2","LCA10"
"16651","ENSG00000196990.4","FAM163B"
"16652","ENSG00000196993.4","NPIPB9"
"16653","ENSG00000196998.11","WDR45"
"16654","ENSG00000197006.9","METTL9"
"16655","ENSG00000197008.5","ZNF138"
"16656","ENSG00000197013.5","ZNF429"
"16657","ENSG00000197016.7","ZNF470"
"16658","ENSG00000197019.4","SERTAD1"
"16659","ENSG00000197020.6","ZNF100"
"16660","ENSG00000197021.4","CXorf40B"
"16661","ENSG00000197024.4","ZNF398"
"16662","ENSG00000197037.6","ZSCAN25"
"16663","ENSG00000197043.9","ANXA6"
"16664","ENSG00000197044.6","ZNF441"
"16665","ENSG00000197045.8","GMFB"
"16666","ENSG00000197046.7","SIGLEC15"
"16667","ENSG00000197050.6","ZNF420"
"16668","ENSG00000197054.7","ZNF763"
"16669","ENSG00000197056.5","ZMYM1"
"16670","ENSG00000197057.4","DTHD1"
"16671","ENSG00000197061.3","HIST1H4C"
"16672","ENSG00000197063.6","MAFG"
"16673","ENSG00000197070.9","ARRDC1"
"16674","ENSG00000197077.8","KIAA1671"
"16675","ENSG00000197079.4","KRT35"
"16676","ENSG00000197081.8","IGF2R"
"16677","ENSG00000197084.4","LCE1C"
"16678","ENSG00000197093.6","GAL3ST4"
"16679","ENSG00000197102.6","DYNC1H1"
"16680","ENSG00000197106.6","SLC6A17"
"16681","ENSG00000197110.4","IFNL3"
"16682","ENSG00000197111.11","PCBP2"
"16683","ENSG00000197114.7","ZGPAT"
"16684","ENSG00000197119.8","SLC25A29"
"16685","ENSG00000197121.10","PGAP1"
"16686","ENSG00000197122.7","SRC"
"16687","ENSG00000197123.5","ZNF679"
"16688","ENSG00000197124.7","ZNF682"
"16689","ENSG00000197125.2","OR8B8"
"16690","ENSG00000197128.7","ZNF772"
"16691","ENSG00000197134.7","ZNF257"
"16692","ENSG00000197136.4","PCNXL3"
"16693","ENSG00000197140.10","ADAM32"
"16694","ENSG00000197142.6","ACSL5"
"16695","ENSG00000197147.8","LRRC8B"
"16696","ENSG00000197150.8","ABCB8"
"16697","ENSG00000197153.3","HIST1H3J"
"16698","ENSG00000197157.6","SND1"
"16699","ENSG00000197162.8","ZNF785"
"16700","ENSG00000197165.6","SULT1A2"
"16701","ENSG00000197168.7","NEK5"
"16702","ENSG00000197170.5","PSMD12"
"16703","ENSG00000197172.6","MAGEA6"
"16704","ENSG00000197177.11","GPR123"
"16705","ENSG00000197181.7","PIWIL2"
"16706","ENSG00000197182.8","FLJ27365"
"16707","ENSG00000197183.8","C20orf112"
"16708","ENSG00000197191.3","C9orf169"
"16709","ENSG00000197208.5","SLC22A4"
"16710","ENSG00000197213.5","ZSCAN5B"
"16711","ENSG00000197217.8","ENTPD4"
"16712","ENSG00000197223.7","C1D"
"16713","ENSG00000197226.8","TBC1D9B"
"16714","ENSG00000197233.7","OR1J2"
"16715","ENSG00000197238.3","HIST1H4J"
"16716","ENSG00000197241.3","SLC2A7"
"16717","ENSG00000197245.4","FAM110D"
"16718","ENSG00000197249.8","SERPINA1"
"16719","ENSG00000197256.6","KANK2"
"16720","ENSG00000197261.7","C6orf141"
"16721","ENSG00000197262.8","CCL4L2"
"16722","ENSG00000197263.2","OR8D2"
"16723","ENSG00000197265.4","GTF2E2"
"16724","ENSG00000197272.2","IL27"
"16725","ENSG00000197273.3","GUCA2A"
"16726","ENSG00000197275.8","RAD54B"
"16727","ENSG00000197279.3","ZNF165"
"16728","ENSG00000197283.8","SYNGAP1"
"16729","ENSG00000197296.5","FITM2"
"16730","ENSG00000197299.6","BLM"
"16731","ENSG00000197301.3","RP11-366L20.2"
"16732","ENSG00000197302.6","ZNF720"
"16733","ENSG00000197309.2","OR10D3"
"16734","ENSG00000197312.7","DDI2"
"16735","ENSG00000197321.10","SVIL"
"16736","ENSG00000197322.1","C17orf102"
"16737","ENSG00000197323.6","TRIM33"
"16738","ENSG00000197324.4","LRP10"
"16739","ENSG00000197329.7","PELI1"
"16740","ENSG00000197343.6","ZNF655"
"16741","ENSG00000197345.8","MRPL21"
"16742","ENSG00000197353.3","LYPD2"
"16743","ENSG00000197355.6","UAP1L1"
"16744","ENSG00000197360.5","ZNF98"
"16745","ENSG00000197361.5","FBXL22"
"16746","ENSG00000197362.9","ZNF786"
"16747","ENSG00000197363.5","ZNF517"
"16748","ENSG00000197364.6","S100A7L2"
"16749","ENSG00000197372.5","ZNF675"
"16750","ENSG00000197375.8","SLC22A5"
"16751","ENSG00000197376.2","OR8S1"
"16752","ENSG00000197380.6","DACT3"
"16753","ENSG00000197381.11","ADARB1"
"16754","ENSG00000197385.5","ZNF860"
"16755","ENSG00000197386.6","HTT"
"16756","ENSG00000197403.2","OR6N1"
"16757","ENSG00000197405.3","C5AR1"
"16758","ENSG00000197406.6","DIO3"
"16759","ENSG00000197408.4","CYP2B6"
"16760","ENSG00000197409.6","HIST1H3D"
"16761","ENSG00000197410.8","DCHS2"
"16762","ENSG00000197414.8","GOLGA6L1"
"16763","ENSG00000197415.7","VEPH1"
"16764","ENSG00000197416.4","FABP12"
"16765","ENSG00000197417.7","SHPK"
"16766","ENSG00000197428.2","OR51D1"
"16767","ENSG00000197429.6","IPP"
"16768","ENSG00000197430.6","OPALIN"
"16769","ENSG00000197437.2","OR13G1"
"16770","ENSG00000197442.8","MAP3K5"
"16771","ENSG00000197444.5","OGDHL"
"16772","ENSG00000197445.2","C16orf47"
"16773","ENSG00000197446.4","CYP2F1"
"16774","ENSG00000197448.9","GSTK1"
"16775","ENSG00000197451.6","HNRNPAB"
"16776","ENSG00000197454.1","OR2L5"
"16777","ENSG00000197457.5","STMN3"
"16778","ENSG00000197459.2","HIST1H2BH"
"16779","ENSG00000197461.9","PDGFA"
"16780","ENSG00000197465.9","GYPE"
"16781","ENSG00000197467.9","COL13A1"
"16782","ENSG00000197471.7","SPN"
"16783","ENSG00000197472.10","ZNF695"
"16784","ENSG00000197479.4","PCDHB11"
"16785","ENSG00000197483.8","ZNF628"
"16786","ENSG00000197487.4","GALP"
"16787","ENSG00000197496.4","SLC2A10"
"16788","ENSG00000197497.6","ZNF665"
"16789","ENSG00000197498.8","RPF2"
"16790","ENSG00000197502.1","AL627171.1"
"16791","ENSG00000197506.6","SLC28A3"
"16792","ENSG00000197520.6","FAM177B"
"16793","ENSG00000197530.8","MIB2"
"16794","ENSG00000197532.1","OR6Y1"
"16795","ENSG00000197535.10","MYO5A"
"16796","ENSG00000197536.6","C5orf56"
"16797","ENSG00000197540.3","GZMM"
"16798","ENSG00000197548.8","ATG7"
"16799","ENSG00000197555.5","SIPA1L1"
"16800","ENSG00000197557.6","TTC30A"
"16801","ENSG00000197561.2","ELANE"
"16802","ENSG00000197562.5","RAB40C"
"16803","ENSG00000197563.5","PIGN"
"16804","ENSG00000197565.11","COL4A6"
"16805","ENSG00000197566.5","ZNF624"
"16806","ENSG00000197568.9","HHLA3"
"16807","ENSG00000197576.9","HOXA4"
"16808","ENSG00000197579.3","TOPORS"
"16809","ENSG00000197580.7","BCO2"
"16810","ENSG00000197584.7","KCNMB2"
"16811","ENSG00000197586.8","ENTPD6"
"16812","ENSG00000197587.6","DMBX1"
"16813","ENSG00000197591.2","OR11L1"
"16814","ENSG00000197594.7","ENPP1"
"16815","ENSG00000197595.1","C13orf35"
"16816","ENSG00000197599.8","CCDC154"
"16817","ENSG00000197601.8","FAR1"
"16818","ENSG00000197603.9","C5orf42"
"16819","ENSG00000197604.4","AC022532.1"
"16820","ENSG00000197608.7","ZNF841"
"16821","ENSG00000197614.6","MFAP5"
"16822","ENSG00000197616.7","MYH6"
"16823","ENSG00000197619.9","ZNF615"
"16824","ENSG00000197620.6","CXorf40A"
"16825","ENSG00000197622.8","CDC42SE1"
"16826","ENSG00000197629.5","MPEG1"
"16827","ENSG00000197632.4","SERPINB2"
"16828","ENSG00000197635.5","DPP4"
"16829","ENSG00000197641.7","SERPINB13"
"16830","ENSG00000197646.6","PDCD1LG2"
"16831","ENSG00000197647.7","ZNF433"
"16832","ENSG00000197651.3","CCER1"
"16833","ENSG00000197653.10","DNAH10"
"16834","ENSG00000197658.5","SLC22A24"
"16835","ENSG00000197665.5","AC007952.6"
"16836","ENSG00000197681.8","TBC1D3"
"16837","ENSG00000197683.3","KRTAP26-1"
"16838","ENSG00000197694.9","SPTAN1"
"16839","ENSG00000197696.5","NMB"
"16840","ENSG00000197697.3","HIST1H2BE"
"16841","ENSG00000197701.7","ZNF595"
"16842","ENSG00000197702.7","PARVA"
"16843","ENSG00000197705.5","KLHL14"
"16844","ENSG00000197706.3","OR6C74"
"16845","ENSG00000197712.7","FAM114A1"
"16846","ENSG00000197713.10","RPE"
"16847","ENSG00000197714.4","ZNF460"
"16848","ENSG00000197721.12","CR1L"
"16849","ENSG00000197723.3","HSPB9"
"16850","ENSG00000197724.6","PHF2"
"16851","ENSG00000197728.5","RPS26"
"16852","ENSG00000197734.4","C14orf178"
"16853","ENSG00000197745.1","SCGB1D4"
"16854","ENSG00000197746.9","PSAP"
"16855","ENSG00000197747.4","S100A10"
"16856","ENSG00000197748.8","WDR96"
"16857","ENSG00000197753.6","LHFPL5"
"16858","ENSG00000197756.5","RPL37A"
"16859","ENSG00000197757.7","HOXC6"
"16860","ENSG00000197763.8","TXNRD3"
"16861","ENSG00000197766.3","CFD"
"16862","ENSG00000197768.6","C9orf173"
"16863","ENSG00000197769.5","MAP1LC3C"
"16864","ENSG00000197771.8","MCMBP"
"16865","ENSG00000197774.8","EME2"
"16866","ENSG00000197776.3","KLHDC1"
"16867","ENSG00000197779.9","ZNF81"
"16868","ENSG00000197780.5","TAF13"
"16869","ENSG00000197782.10","ZNF780A"
"16870","ENSG00000197785.9","ATAD3A"
"16871","ENSG00000197786.3","OR5B17"
"16872","ENSG00000197790.1","OR52M1"
"16873","ENSG00000197798.4","FAM118B"
"16874","ENSG00000197808.7","ZNF461"
"16875","ENSG00000197816.9","CCDC180"
"16876","ENSG00000197818.7","SLC9A8"
"16877","ENSG00000197822.6","OCLN"
"16878","ENSG00000197826.7","C4orf22"
"16879","ENSG00000197837.3","HIST4H4"
"16880","ENSG00000197838.4","CYP2A13"
"16881","ENSG00000197841.10","ZNF181"
"16882","ENSG00000197846.3","HIST1H2BF"
"16883","ENSG00000197852.8","FAM212B"
"16884","ENSG00000197857.9","ZNF44"
"16885","ENSG00000197858.6","GPAA1"
"16886","ENSG00000197859.5","ADAMTSL2"
"16887","ENSG00000197860.5","SGTB"
"16888","ENSG00000197863.4","ZNF790"
"16889","ENSG00000197870.8","PRB3"
"16890","ENSG00000197872.7","FAM49A"
"16891","ENSG00000197879.10","MYO1C"
"16892","ENSG00000197880.4","MDS2"
"16893","ENSG00000197885.6","NKIRAS1"
"16894","ENSG00000197887.3","OR1S2"
"16895","ENSG00000197888.2","UGT2B17"
"16896","ENSG00000197889.5","MEIG1"
"16897","ENSG00000197891.7","SLC22A12"
"16898","ENSG00000197892.8","KIF13B"
"16899","ENSG00000197893.9","NRAP"
"16900","ENSG00000197894.6","ADH5"
"16901","ENSG00000197901.7","SLC22A6"
"16902","ENSG00000197903.6","HIST1H2BK"
"16903","ENSG00000197905.4","TEAD4"
"16904","ENSG00000197910.7","FAM25G"
"16905","ENSG00000197912.9","SPG7"
"16906","ENSG00000197914.2","HIST1H4K"
"16907","ENSG00000197915.5","HRNR"
"16908","ENSG00000197919.3","IFNA1"
"16909","ENSG00000197921.5","HES5"
"16910","ENSG00000197927.8","C2orf27A"
"16911","ENSG00000197928.6","ZNF677"
"16912","ENSG00000197930.8","ERO1L"
"16913","ENSG00000197932.3","F8A1"
"16914","ENSG00000197933.8","ZNF823"
"16915","ENSG00000197935.6","ZNF311"
"16916","ENSG00000197937.8","ZNF347"
"16917","ENSG00000197938.4","OR5H2"
"16918","ENSG00000197943.5","PLCG2"
"16919","ENSG00000197948.6","FCHSD1"
"16920","ENSG00000197951.4","ZNF71"
"16921","ENSG00000197953.5","AADACL2"
"16922","ENSG00000197956.5","S100A6"
"16923","ENSG00000197958.8","RPL12"
"16924","ENSG00000197959.9","DNM3"
"16925","ENSG00000197961.7","ZNF121"
"16926","ENSG00000197965.7","MPZL1"
"16927","ENSG00000197969.7","VPS13A"
"16928","ENSG00000197971.10","MBP"
"16929","ENSG00000197976.6","AKAP17A"
"16930","ENSG00000197977.3","ELOVL2"
"16931","ENSG00000197978.8","GOLGA6L9"
"16932","ENSG00000197980.7","LEKR1"
"16933","ENSG00000197982.12","C1orf122"
"16934","ENSG00000197991.10","PCDH20"
"16935","ENSG00000197992.2","CLEC9A"
"16936","ENSG00000197993.3","KEL"
"16937","ENSG00000198000.7","NOL8"
"16938","ENSG00000198001.9","IRAK4"
"16939","ENSG00000198003.7","CCDC151"
"16940","ENSG00000198010.7","DLGAP2"
"16941","ENSG00000198015.8","MRPL42"
"16942","ENSG00000198018.6","ENTPD7"
"16943","ENSG00000198019.8","FCGR1B"
"16944","ENSG00000198021.5","SPANXA1"
"16945","ENSG00000198026.6","ZNF335"
"16946","ENSG00000198028.3","ZNF560"
"16947","ENSG00000198033.7","TUBA3C"
"16948","ENSG00000198034.6","RPS4X"
"16949","ENSG00000198035.9","AGAP9"
"16950","ENSG00000198039.7","ZNF273"
"16951","ENSG00000198040.6","ZNF84"
"16952","ENSG00000198042.6","MAK16"
"16953","ENSG00000198046.7","ZNF667"
"16954","ENSG00000198049.5","AVPR1B"
"16955","ENSG00000198053.7","SIRPA"
"16956","ENSG00000198054.7","DSCR8"
"16957","ENSG00000198055.6","GRK6"
"16958","ENSG00000198056.9","PRIM1"
"16959","ENSG00000198060.5","MARCH5"
"16960","ENSG00000198062.10","POTEH"
"16961","ENSG00000198064.9","RP11-347C12.1"
"16962","ENSG00000198074.5","AKR1B10"
"16963","ENSG00000198075.5","SULT1C4"
"16964","ENSG00000198077.6","CYP2A7"
"16965","ENSG00000198081.6","ZBTB14"
"16966","ENSG00000198082.3","H2AFB1"
"16967","ENSG00000198083.7","KRTAP9-9"
"16968","ENSG00000198087.7","CD2AP"
"16969","ENSG00000198088.6","NUP62CL"
"16970","ENSG00000198089.10","SFI1"
"16971","ENSG00000198090.3","KRTAP4-6"
"16972","ENSG00000198092.5","TMPRSS11F"
"16973","ENSG00000198093.6","ZNF649"
"16974","ENSG00000198099.4","ADH4"
"16975","ENSG00000198104.2","OR2T6"
"16976","ENSG00000198105.7","ZNF248"
"16977","ENSG00000198108.3","CHSY3"
"16978","ENSG00000198113.2","TOR4A"
"16979","ENSG00000198121.9","LPAR1"
"16980","ENSG00000198125.8","MB"
"16981","ENSG00000198128.3","OR2L3"
"16982","ENSG00000198129.2","DEFB107B"
"16983","ENSG00000198130.10","HIBCH"
"16984","ENSG00000198131.9","ZNF544"
"16985","ENSG00000198133.4","TMEM229B"
"16986","ENSG00000198142.3","SOWAHC"
"16987","ENSG00000198146.4","ZNF770"
"16988","ENSG00000198150.2","AC135178.1"
"16989","ENSG00000198156.6","NPIPB6"
"16990","ENSG00000198157.6","HMGN5"
"16991","ENSG00000198160.10","MIER1"
"16992","ENSG00000198161.5","PPIAL4C"
"16993","ENSG00000198162.8","MAN1A2"
"16994","ENSG00000198168.4","SVIP"
"16995","ENSG00000198169.4","ZNF251"
"16996","ENSG00000198171.8","DDRGK1"
"16997","ENSG00000198173.3","FAM47C"
"16998","ENSG00000198176.8","TFDP1"
"16999","ENSG00000198178.6","CLEC4C"
"17000","ENSG00000198182.8","ZNF607"
"17001","ENSG00000198183.7","BPIFA1"
"17002","ENSG00000198185.7","ZNF334"
"17003","ENSG00000198189.6","HSD17B11"
"17004","ENSG00000198198.9","SZT2"
"17005","ENSG00000198203.5","SULT1C2"
"17006","ENSG00000198205.5","ZXDA"
"17007","ENSG00000198208.7","RPS6KL1"
"17008","ENSG00000198216.6","CACNA1E"
"17009","ENSG00000198218.6","QRICH1"
"17010","ENSG00000198223.10","CSF2RA"
"17011","ENSG00000198225.4","FKBP1C"
"17012","ENSG00000198231.8","DDX42"
"17013","ENSG00000198242.9","RPL23A"
"17014","ENSG00000198246.7","SLC29A3"
"17015","ENSG00000198250.8","ANTXRL"
"17016","ENSG00000198252.7","STYX"
"17017","ENSG00000198258.6","UBL5"
"17018","ENSG00000198265.7","HELZ"
"17019","ENSG00000198270.8","TMEM116"
"17020","ENSG00000198271.3","KRTAP4-5"
"17021","ENSG00000198276.9","UCKL1"
"17022","ENSG00000198283.2","OR5B21"
"17023","ENSG00000198286.5","CARD11"
"17024","ENSG00000198298.8","ZNF485"
"17025","ENSG00000198300.8","PEG3"
"17026","ENSG00000198301.7","SDAD1"
"17027","ENSG00000198307.4","H2AFB2"
"17028","ENSG00000198315.6","ZKSCAN8"
"17029","ENSG00000198324.10","FAM109A"
"17030","ENSG00000198326.8","TMEM239"
"17031","ENSG00000198327.3","HIST1H4F"
"17032","ENSG00000198331.6","HYLS1"
"17033","ENSG00000198336.5","MYL4"
"17034","ENSG00000198339.3","HIST1H4I"
"17035","ENSG00000198342.5","ZNF442"
"17036","ENSG00000198346.6","ZNF813"
"17037","ENSG00000198353.6","HOXC4"
"17038","ENSG00000198354.4","DCAF12L2"
"17039","ENSG00000198355.4","PIM3"
"17040","ENSG00000198356.7","ASNA1"
"17041","ENSG00000198363.11","ASPH"
"17042","ENSG00000198366.5","HIST1H3A"
"17043","ENSG00000198369.5","SPRED2"
"17044","ENSG00000198373.8","WWP2"
"17045","ENSG00000198374.3","HIST1H2AL"
"17046","ENSG00000198380.8","GFPT1"
"17047","ENSG00000198382.4","UVRAG"
"17048","ENSG00000198390.3","KRTAP13-1"
"17049","ENSG00000198393.3","ZNF26"
"17050","ENSG00000198398.2","TMEM207"
"17051","ENSG00000198399.10","ITSN2"
"17052","ENSG00000198400.7","NTRK1"
"17053","ENSG00000198408.9","MGEA5"
"17054","ENSG00000198417.5","MT1F"
"17055","ENSG00000198420.5","FAM115A"
"17056","ENSG00000198429.5","ZNF69"
"17057","ENSG00000198431.11","TXNRD1"
"17058","ENSG00000198435.2","NRARP"
"17059","ENSG00000198440.5","ZNF583"
"17060","ENSG00000198443.5","KRTAP4-1"
"17061","ENSG00000198444.4","F8A2"
"17062","ENSG00000198445.3","CCT8L2"
"17063","ENSG00000198453.8","ZNF568"
"17064","ENSG00000198454.2","C9orf141"
"17065","ENSG00000198455.3","ZXDB"
"17066","ENSG00000198464.9","ZNF480"
"17067","ENSG00000198466.8","ZNF587"
"17068","ENSG00000198467.9","TPM2"
"17069","ENSG00000198471.1","RTP2"
"17070","ENSG00000198477.3","ZNF280B"
"17071","ENSG00000198478.6","SH3BGRL2"
"17072","ENSG00000198482.6","ZNF808"
"17073","ENSG00000198483.8","ANKRD35"
"17074","ENSG00000198488.6","B3GNT6"
"17075","ENSG00000198492.10","YTHDF2"
"17076","ENSG00000198498.5","TMA16"
"17077","ENSG00000198502.5","HLA-DRB5"
"17078","ENSG00000198513.7","ATL1"
"17079","ENSG00000198515.9","CNGA1"
"17080","ENSG00000198517.5","MAFK"
"17081","ENSG00000198518.5","HIST1H4E"
"17082","ENSG00000198520.6","C1orf228"
"17083","ENSG00000198521.7","ZNF43"
"17084","ENSG00000198522.9","GPN1"
"17085","ENSG00000198523.5","PLN"
"17086","ENSG00000198535.5","C2CD4A"
"17087","ENSG00000198538.6","ZNF28"
"17088","ENSG00000198542.9","ITGBL1"
"17089","ENSG00000198546.10","ZNF511"
"17090","ENSG00000198551.5","ZNF627"
"17091","ENSG00000198553.4","KCNRG"
"17092","ENSG00000198554.7","WDHD1"
"17093","ENSG00000198556.9","ZNF789"
"17094","ENSG00000198558.2","HIST1H4L"
"17095","ENSG00000198561.8","CTNND1"
"17096","ENSG00000198563.9","DDX39B"
"17097","ENSG00000198569.5","SLC34A3"
"17098","ENSG00000198570.5","RD3"
"17099","ENSG00000198573.6","SPANXC"
"17100","ENSG00000198574.4","SH2D1B"
"17101","ENSG00000198576.2","ARC"
"17102","ENSG00000198580.6","AC073343.1"
"17103","ENSG00000198585.7","NUDT16"
"17104","ENSG00000198586.9","TLK1"
"17105","ENSG00000198589.6","LRBA"
"17106","ENSG00000198590.7","C3orf35"
"17107","ENSG00000198597.4","ZNF536"
"17108","ENSG00000198598.2","MMP17"
"17109","ENSG00000198601.2","OR2M2"
"17110","ENSG00000198604.6","BAZ1A"
"17111","ENSG00000198610.6","AKR1C4"
"17112","ENSG00000198612.6","COPS8"
"17113","ENSG00000198624.8","CCDC69"
"17114","ENSG00000198625.8","MDM4"
"17115","ENSG00000198626.11","RYR2"
"17116","ENSG00000198633.6","ZNF534"
"17117","ENSG00000198642.5","KLHL9"
"17118","ENSG00000198643.2","FAM3D"
"17119","ENSG00000198646.9","NCOA6"
"17120","ENSG00000198648.6","STK39"
"17121","ENSG00000198650.6","TAT"
"17122","ENSG00000198657.3","OR8B4"
"17123","ENSG00000198663.12","C6orf89"
"17124","ENSG00000198668.6","CALM1"
"17125","ENSG00000198670.7","LPA"
"17126","ENSG00000198673.6","FAM19A2"
"17127","ENSG00000198674.3","OR10G6"
"17128","ENSG00000198677.6","TTC37"
"17129","ENSG00000198680.3","TUSC1"
"17130","ENSG00000198681.5","MAGEA1"
"17131","ENSG00000198682.8","PAPSS2"
"17132","ENSG00000198685.2","C3orf27"
"17133","ENSG00000198689.5","SLC9A6"
"17134","ENSG00000198690.5","FAN1"
"17135","ENSG00000198691.7","ABCA4"
"17136","ENSG00000198692.5","EIF1AY"
"17137","ENSG00000198695.2","MT-ND6"
"17138","ENSG00000198700.5","IPO9"
"17139","ENSG00000198704.5","GPX6"
"17140","ENSG00000198707.10","CEP290"
"17141","ENSG00000198711.4","SSBP3-AS1"
"17142","ENSG00000198712.1","MT-CO2"
"17143","ENSG00000198715.7","C1orf85"
"17144","ENSG00000198718.8","FAM179B"
"17145","ENSG00000198719.7","DLL1"
"17146","ENSG00000198720.8","ANKRD13B"
"17147","ENSG00000198721.8","ECI2"
"17148","ENSG00000198722.8","UNC13B"
"17149","ENSG00000198723.6","C19orf45"
"17150","ENSG00000198727.2","MT-CYB"
"17151","ENSG00000198728.6","LDB1"
"17152","ENSG00000198729.4","PPP1R14C"
"17153","ENSG00000198730.3","CTR9"
"17154","ENSG00000198732.6","SMOC1"
"17155","ENSG00000198734.6","F5"
"17156","ENSG00000198736.7","MSRB1"
"17157","ENSG00000198739.6","LRRTM3"
"17158","ENSG00000198740.4","ZNF652"
"17159","ENSG00000198742.5","SMURF1"
"17160","ENSG00000198746.8","GPATCH3"
"17161","ENSG00000198750.7","GATSL2"
"17162","ENSG00000198752.5","CDC42BPB"
"17163","ENSG00000198753.7","PLXNB3"
"17164","ENSG00000198754.5","OXCT2"
"17165","ENSG00000198755.6","RPL10A"
"17166","ENSG00000198756.6","COLGALT2"
"17167","ENSG00000198758.6","EPS8L3"
"17168","ENSG00000198759.7","EGFL6"
"17169","ENSG00000198763.3","MT-ND2"
"17170","ENSG00000198765.7","SYCP1"
"17171","ENSG00000198768.6","APCDD1L"
"17172","ENSG00000198771.6","RCSD1"
"17173","ENSG00000198774.3","RASSF9"
"17174","ENSG00000198780.7","FAM169A"
"17175","ENSG00000198783.4","ZNF830"
"17176","ENSG00000198785.4","GRIN3A"
"17177","ENSG00000198786.2","MT-ND5"
"17178","ENSG00000198788.7","MUC2"
"17179","ENSG00000198791.7","CNOT7"
"17180","ENSG00000198792.8","TMEM184B"
"17181","ENSG00000198793.8","MTOR"
"17182","ENSG00000198794.7","SCAMP5"
"17183","ENSG00000198795.6","ZNF521"
"17184","ENSG00000198796.6","ALPK2"
"17185","ENSG00000198797.6","BRINP2"
"17186","ENSG00000198798.4","MAGEB3"
"17187","ENSG00000198799.7","LRIG2"
"17188","ENSG00000198804.2","MT-CO1"
"17189","ENSG00000198805.7","PNP"
"17190","ENSG00000198807.8","PAX9"
"17191","ENSG00000198812.3","LRRC10"
"17192","ENSG00000198814.8","GK"
"17193","ENSG00000198815.4","FOXJ3"
"17194","ENSG00000198816.5","ZNF358"
"17195","ENSG00000198818.5","SFT2D1"
"17196","ENSG00000198821.6","CD247"
"17197","ENSG00000198822.6","GRM3"
"17198","ENSG00000198824.4","CHAMP1"
"17199","ENSG00000198825.7","INPP5F"
"17200","ENSG00000198826.6","ARHGAP11A"
"17201","ENSG00000198829.5","SUCNR1"
"17202","ENSG00000198830.6","HMGN2"
"17203","ENSG00000198832.6","SELM"
"17204","ENSG00000198833.6","UBE2J1"
"17205","ENSG00000198835.3","GJC2"
"17206","ENSG00000198836.4","OPA1"
"17207","ENSG00000198837.5","DENND4B"
"17208","ENSG00000198838.7","RYR3"
"17209","ENSG00000198839.5","ZNF277"
"17210","ENSG00000198840.2","MT-ND3"
"17211","ENSG00000198841.3","KTI12"
"17212","ENSG00000198842.5","DUSP27"
"17213","ENSG00000198843.8","SELT"
"17214","ENSG00000198844.6","ARHGEF15"
"17215","ENSG00000198846.5","TOX"
"17216","ENSG00000198848.8","CES1"
"17217","ENSG00000198851.5","CD3E"
"17218","ENSG00000198853.7","RUSC2"
"17219","ENSG00000198854.4","C1orf68"
"17220","ENSG00000198855.2","FICD"
"17221","ENSG00000198856.8","OSTC"
"17222","ENSG00000198858.5","R3HDM4"
"17223","ENSG00000198860.7","TSEN15"
"17224","ENSG00000198862.9","LTN1"
"17225","ENSG00000198863.3","RUNDC1"
"17226","ENSG00000198865.5","CCDC152"
"17227","ENSG00000198870.6","C9orf96"
"17228","ENSG00000198873.10","GRK5"
"17229","ENSG00000198874.8","TYW1"
"17230","ENSG00000198876.8","DCAF12"
"17231","ENSG00000198877.1","OR5D13"
"17232","ENSG00000198879.7","SFMBT2"
"17233","ENSG00000198881.8","ASB12"
"17234","ENSG00000198883.7","PNMA5"
"17235","ENSG00000198885.5","ITPRIPL1"
"17236","ENSG00000198886.2","MT-ND4"
"17237","ENSG00000198887.7","SMC5"
"17238","ENSG00000198888.2","MT-ND1"
