"","V1","V2"
"8505","ENSG00000144460.10","NYAP2"
"8506","ENSG00000144468.12","RHBDD1"
"8507","ENSG00000144476.5","ACKR3"
"8508","ENSG00000144481.12","TRPM8"
"8509","ENSG00000144485.6","HES6"
"8510","ENSG00000144488.10","ESPNL"
"8511","ENSG00000144504.11","ANKMY1"
"8512","ENSG00000144524.13","COPS7B"
"8513","ENSG00000144535.15","DIS3L2"
"8514","ENSG00000144550.8","CPNE9"
"8515","ENSG00000144554.6","FANCD2"
"8516","ENSG00000144559.6","TAMM41"
"8517","ENSG00000144560.9","VGLL4"
"8518","ENSG00000144566.6","RAB5A"
"8519","ENSG00000144567.6","FAM134A"
"8520","ENSG00000144579.3","CTDSP1"
"8521","ENSG00000144580.9","RQCD1"
"8522","ENSG00000144583.4","MARCH4"
"8523","ENSG00000144589.16","STK11IP"
"8524","ENSG00000144591.13","GMPPA"
"8525","ENSG00000144597.9","EAF1"
"8526","ENSG00000144619.10","CNTN4"
"8527","ENSG00000144635.4","DYNC1LI1"
"8528","ENSG00000144642.16","RBMS3"
"8529","ENSG00000144644.10","GADL1"
"8530","ENSG00000144645.9","OSBPL10"
"8531","ENSG00000144647.5","POMGNT2"
"8532","ENSG00000144648.10","ACKR2"
"8533","ENSG00000144649.4","FAM198A"
"8534","ENSG00000144655.10","CSRNP1"
"8535","ENSG00000144659.6","SLC25A38"
"8536","ENSG00000144668.7","ITGA9"
"8537","ENSG00000144671.6","SLC22A14"
"8538","ENSG00000144674.12","GOLGA4"
"8539","ENSG00000144677.10","CTDSPL"
"8540","ENSG00000144681.6","STAC"
"8541","ENSG00000144711.9","IQSEC1"
"8542","ENSG00000144712.7","CAND2"
"8543","ENSG00000144713.8","RPL32"
"8544","ENSG00000144724.14","PTPRG"
"8545","ENSG00000144730.12","IL17RD"
"8546","ENSG00000144736.9","SHQ1"
"8547","ENSG00000144741.13","SLC25A26"
"8548","ENSG00000144744.12","UBA3"
"8549","ENSG00000144746.6","ARL6IP5"
"8550","ENSG00000144747.10","TMF1"
"8551","ENSG00000144749.9","LRIG1"
"8552","ENSG00000144771.7","LRTM1"
"8553","ENSG00000144791.5","LIMD1"
"8554","ENSG00000144792.5","ZNF660"
"8555","ENSG00000144802.7","NFKBIZ"
"8556","ENSG00000144810.11","COL8A1"
"8557","ENSG00000144815.10","NXPE3"
"8558","ENSG00000144820.3","GPR128"
"8559","ENSG00000144821.5","MYH15"
"8560","ENSG00000144824.15","PHLDB2"
"8561","ENSG00000144827.4","ABHD10"
"8562","ENSG00000144834.8","TAGLN3"
"8563","ENSG00000144837.4","PLA1A"
"8564","ENSG00000144840.4","RABL3"
"8565","ENSG00000144843.7","ADPRH"
"8566","ENSG00000144847.8","IGSF11"
"8567","ENSG00000144848.6","ATG3"
"8568","ENSG00000144852.12","NR1I2"
"8569","ENSG00000144857.10","BOC"
"8570","ENSG00000144867.7","SRPRB"
"8571","ENSG00000144868.9","TMEM108"
"8572","ENSG00000144891.13","AGTR1"
"8573","ENSG00000144893.8","MED12L"
"8574","ENSG00000144895.7","EIF2A"
"8575","ENSG00000144908.9","ALDH1L1"
"8576","ENSG00000144909.7","OSBPL11"
"8577","ENSG00000144935.10","TRPC1"
"8578","ENSG00000144959.5","NCEH1"
"8579","ENSG00000144962.6","SPATA16"
"8580","ENSG00000145002.8","FAM86B2"
"8581","ENSG00000145012.8","LPP"
"8582","ENSG00000145014.13","TMEM44"
"8583","ENSG00000145016.9","KIAA0226"
"8584","ENSG00000145020.10","AMT"
"8585","ENSG00000145022.4","TCTA"
"8586","ENSG00000145029.7","NICN1"
"8587","ENSG00000145040.3","UCN2"
"8588","ENSG00000145041.11","VPRBP"
"8589","ENSG00000145050.11","MANF"
"8590","ENSG00000145075.7","CCDC39"
"8591","ENSG00000145087.8","STXBP5L"
"8592","ENSG00000145088.4","EAF2"
"8593","ENSG00000145103.8","ILDR1"
"8594","ENSG00000145107.11","TM4SF19"
"8595","ENSG00000145113.17","MUC4"
"8596","ENSG00000145147.15","SLIT2"
"8597","ENSG00000145191.7","EIF2B5"
"8598","ENSG00000145192.8","AHSG"
"8599","ENSG00000145194.13","ECE2"
"8600","ENSG00000145198.10","VWA5B2"
"8601","ENSG00000145214.9","DGKQ"
"8602","ENSG00000145216.11","FIP1L1"
"8603","ENSG00000145217.9","SLC26A1"
"8604","ENSG00000145220.9","LYAR"
"8605","ENSG00000145241.6","CENPC"
"8606","ENSG00000145242.9","EPHA5"
"8607","ENSG00000145244.7","CORIN"
"8608","ENSG00000145246.9","ATP10D"
"8609","ENSG00000145247.7","OCIAD2"
"8610","ENSG00000145248.6","SLC10A4"
"8611","ENSG00000145283.7","SLC10A6"
"8612","ENSG00000145284.7","SCD5"
"8613","ENSG00000145287.6","PLAC8"
"8614","ENSG00000145293.10","ENOPH1"
"8615","ENSG00000145309.5","CABS1"
"8616","ENSG00000145321.8","GC"
"8617","ENSG00000145331.9","TRMT10A"
"8618","ENSG00000145332.9","KLHL8"
"8619","ENSG00000145335.11","SNCA"
"8620","ENSG00000145337.4","PYURF"
"8621","ENSG00000145348.12","TBCK"
"8622","ENSG00000145349.12","CAMK2D"
"8623","ENSG00000145354.5","CISD2"
"8624","ENSG00000145358.2","DDIT4L"
"8625","ENSG00000145362.12","ANK2"
"8626","ENSG00000145365.10","TIFA"
"8627","ENSG00000145375.7","SPATA5"
"8628","ENSG00000145384.3","FABP2"
"8629","ENSG00000145386.5","CCNA2"
"8630","ENSG00000145388.10","METTL14"
"8631","ENSG00000145390.7","USP53"
"8632","ENSG00000145391.9","SETD7"
"8633","ENSG00000145414.4","NAF1"
"8634","ENSG00000145416.9","MARCH1"
"8635","ENSG00000145423.4","SFRP2"
"8636","ENSG00000145425.5","RPS3A"
"8637","ENSG00000145428.10","RNF175"
"8638","ENSG00000145431.6","PDGFC"
"8639","ENSG00000145439.7","CBR4"
"8640","ENSG00000145451.8","GLRA3"
"8641","ENSG00000145476.11","CYP4V2"
"8642","ENSG00000145491.7","ROPN1L"
"8643","ENSG00000145494.7","NDUFS6"
"8644","ENSG00000145495.10","MARCH6"
"8645","ENSG00000145506.9","NKD2"
"8646","ENSG00000145526.7","CDH18"
"8647","ENSG00000145536.11","ADAMTS16"
"8648","ENSG00000145545.7","SRD5A1"
"8649","ENSG00000145555.10","MYO10"
"8650","ENSG00000145569.5","FAM105A"
"8651","ENSG00000145592.9","RPL37"
"8652","ENSG00000145604.11","SKP2"
"8653","ENSG00000145623.8","OSMR"
"8654","ENSG00000145626.7","UGT3A1"
"8655","ENSG00000145632.10","PLK2"
"8656","ENSG00000145642.7","FAM159B"
"8657","ENSG00000145649.7","GZMA"
"8658","ENSG00000145675.10","PIK3R1"
"8659","ENSG00000145681.6","HAPLN1"
"8660","ENSG00000145685.9","LHFPL2"
"8661","ENSG00000145687.11","SSBP2"
"8662","ENSG00000145692.10","BHMT"
"8663","ENSG00000145700.5","ANKRD31"
"8664","ENSG00000145703.11","IQGAP2"
"8665","ENSG00000145708.6","CRHBP"
"8666","ENSG00000145715.10","RASA1"
"8667","ENSG00000145721.7","LIX1"
"8668","ENSG00000145723.12","GIN1"
"8669","ENSG00000145725.15","PPIP5K2"
"8670","ENSG00000145730.16","PAM"
"8671","ENSG00000145734.14","BDP1"
"8672","ENSG00000145736.10","GTF2H2"
"8673","ENSG00000145740.14","SLC30A5"
"8674","ENSG00000145741.11","BTF3"
"8675","ENSG00000145743.11","FBXL17"
"8676","ENSG00000145757.11","SPATA9"
"8677","ENSG00000145777.10","TSLP"
"8678","ENSG00000145779.7","TNFAIP8"
"8679","ENSG00000145780.6","FEM1C"
"8680","ENSG00000145781.4","COMMD10"
"8681","ENSG00000145782.8","ATG12"
"8682","ENSG00000145794.12","MEGF10"
"8683","ENSG00000145808.4","ADAMTS19"
"8684","ENSG00000145817.12","YIPF5"
"8685","ENSG00000145819.11","ARHGAP26"
"8686","ENSG00000145824.8","CXCL14"
"8687","ENSG00000145826.4","LECT2"
"8688","ENSG00000145832.8","SLC25A48"
"8689","ENSG00000145833.11","DDX46"
"8690","ENSG00000145839.1","IL9"
"8691","ENSG00000145850.4","TIMD4"
"8692","ENSG00000145860.7","RNF145"
"8693","ENSG00000145861.7","C1QTNF2"
"8694","ENSG00000145863.6","GABRA6"
"8695","ENSG00000145864.8","GABRB2"
"8696","ENSG00000145868.12","FBXO38"
"8697","ENSG00000145879.6","SPINK7"
"8698","ENSG00000145882.6","PCYOX1L"
"8699","ENSG00000145888.6","GLRA1"
"8700","ENSG00000145901.10","TNIP1"
"8701","ENSG00000145907.10","G3BP1"
"8702","ENSG00000145908.8","ZNF300"
"8703","ENSG00000145911.5","N4BP3"
"8704","ENSG00000145912.4","NHP2"
"8705","ENSG00000145916.14","RMND5B"
"8706","ENSG00000145919.6","BOD1"
"8707","ENSG00000145920.10","CPLX2"
"8708","ENSG00000145934.11","TENM2"
"8709","ENSG00000145936.4","KCNMB1"
"8710","ENSG00000145945.5","FAM50B"
"8711","ENSG00000145949.8","MYLK4"
"8712","ENSG00000145965.5","C6ORF50"
"8713","ENSG00000145975.9","FAM217A"
"8714","ENSG00000145979.13","TBC1D7"
"8715","ENSG00000145982.7","FARS2"
"8716","ENSG00000145990.6","GFOD1"
"8717","ENSG00000145996.7","CDKAL1"
"8718","ENSG00000146005.3","PSD2"
"8719","ENSG00000146006.7","LRRTM2"
"8720","ENSG00000146007.6","ZMAT2"
"8721","ENSG00000146013.6","GFRA3"
"8722","ENSG00000146021.10","KLHL3"
"8723","ENSG00000146038.7","DCDC2"
"8724","ENSG00000146039.6","SLC17A4"
"8725","ENSG00000146047.4","HIST1H2BA"
"8726","ENSG00000146049.1","KAAG1"
"8727","ENSG00000146054.13","TRIM7"
"8728","ENSG00000146063.14","TRIM41"
"8729","ENSG00000146066.2","HIGD2A"
"8730","ENSG00000146067.11","FAM193B"
"8731","ENSG00000146070.12","PLA2G7"
"8732","ENSG00000146072.6","TNFRSF21"
"8733","ENSG00000146083.7","RNF44"
"8734","ENSG00000146085.7","MUT"
"8735","ENSG00000146090.11","RASGEF1C"
"8736","ENSG00000146094.9","DOK3"
"8737","ENSG00000146109.3","ABT1"
"8738","ENSG00000146112.7","PPP1R18"
"8739","ENSG00000146122.12","DAAM2"
"8740","ENSG00000146143.13","PRIM2"
"8741","ENSG00000146147.10","MLIP"
"8742","ENSG00000146151.8","HMGCLL1"
"8743","ENSG00000146166.12","LGSN"
"8744","ENSG00000146192.10","FGD2"
"8745","ENSG00000146197.7","SCUBE3"
"8746","ENSG00000146205.9","ANO7"
"8747","ENSG00000146215.9","CRIP3"
"8748","ENSG00000146216.7","TTBK1"
"8749","ENSG00000146221.8","TCTE1"
"8750","ENSG00000146223.10","RPL7L1"
"8751","ENSG00000146232.10","NFKBIE"
"8752","ENSG00000146233.3","CYP39A1"
"8753","ENSG00000146242.5","TPBG"
"8754","ENSG00000146243.9","IRAK1BP1"
"8755","ENSG00000146247.13","PHIP"
"8756","ENSG00000146250.5","PRSS35"
"8757","ENSG00000146263.7","MMS22L"
"8758","ENSG00000146267.11","FAXC"
"8759","ENSG00000146276.7","GABRR1"
"8760","ENSG00000146278.10","PNRC1"
"8761","ENSG00000146281.5","PM20D2"
"8762","ENSG00000146282.13","RARS2"
"8763","ENSG00000146285.9","SCML4"
"8764","ENSG00000146350.9","TBC1D32"
"8765","ENSG00000146352.8","CLVS2"
"8766","ENSG00000146360.7","GPR6"
"8767","ENSG00000146373.12","RNF217"
"8768","ENSG00000146374.9","RSPO3"
"8769","ENSG00000146376.6","ARHGAP18"
"8770","ENSG00000146378.5","TAAR2"
"8771","ENSG00000146383.7","TAAR6"
"8772","ENSG00000146385.1","TAAR8"
"8773","ENSG00000146386.7","ABRACL"
"8774","ENSG00000146399.1","TAAR1"
"8775","ENSG00000146409.6","SLC18B1"
"8776","ENSG00000146410.7","MTFR2"
"8777","ENSG00000146411.5","SLC2A12"
"8778","ENSG00000146414.11","SHPRH"
"8779","ENSG00000146416.12","AIG1"
"8780","ENSG00000146425.6","DYNLT1"
"8781","ENSG00000146426.13","TIAM2"
"8782","ENSG00000146433.8","TMEM181"
"8783","ENSG00000146453.8","PNLDC1"
"8784","ENSG00000146457.10","WTAP"
"8785","ENSG00000146463.7","ZMYM4"
"8786","ENSG00000146469.8","VIP"
"8787","ENSG00000146476.6","C6orf211"
"8788","ENSG00000146477.4","SLC22A3"
"8789","ENSG00000146521.5","C6orf123"
"8790","ENSG00000146530.7","VWDE"
"8791","ENSG00000146535.9","GNA12"
"8792","ENSG00000146540.10","C7orf50"
"8793","ENSG00000146555.14","SDK1"
"8794","ENSG00000146574.11","CCZ1B"
"8795","ENSG00000146576.8","C7orf26"
"8796","ENSG00000146587.13","RBAK"
"8797","ENSG00000146592.12","CREB5"
"8798","ENSG00000146618.3","FERD3L"
"8799","ENSG00000146648.11","EGFR"
"8800","ENSG00000146670.5","CDCA5"
"8801","ENSG00000146674.10","IGFBP3"
"8802","ENSG00000146676.5","PURB"
"8803","ENSG00000146678.5","IGFBP1"
"8804","ENSG00000146700.8","SRCRB4D"
"8805","ENSG00000146701.7","MDH2"
"8806","ENSG00000146707.10","POMZP3"
"8807","ENSG00000146729.5","GBAS"
"8808","ENSG00000146731.6","CCT6A"
"8809","ENSG00000146733.9","PSPH"
"8810","ENSG00000146755.6","TRIM50"
"8811","ENSG00000146757.9","ZNF92"
"8812","ENSG00000146776.10","ATXN7L1"
"8813","ENSG00000146802.8","TMEM168"
"8814","ENSG00000146809.8","ASB15"
"8815","ENSG00000146826.10","C7orf43"
"8816","ENSG00000146828.13","SLC12A9"
"8817","ENSG00000146830.9","GIGYF1"
"8818","ENSG00000146833.11","TRIM4"
"8819","ENSG00000146834.9","MEPCE"
"8820","ENSG00000146842.12","TMEM209"
"8821","ENSG00000146856.10","AGBL3"
"8822","ENSG00000146857.3","STRA8"
"8823","ENSG00000146858.7","ZC3HAV1L"
"8824","ENSG00000146859.6","TMEM140"
"8825","ENSG00000146872.13","TLK2"
"8826","ENSG00000146904.4","EPHA1"
"8827","ENSG00000146909.3","NOM1"
"8828","ENSG00000146910.7","CNPY1"
"8829","ENSG00000146918.15","NCAPG2"
"8830","ENSG00000146926.6","ASB10"
"8831","ENSG00000146938.10","NLGN4X"
"8832","ENSG00000146950.8","SHROOM2"
"8833","ENSG00000146955.6","RAB19"
"8834","ENSG00000146963.13","C7orf55-LUC7L2"
"8835","ENSG00000146966.8","DENND2A"
"8836","ENSG00000147003.5","TMEM27"
"8837","ENSG00000147010.13","SH3KBP1"
"8838","ENSG00000147027.3","TMEM47"
"8839","ENSG00000147036.7","LANCL3"
"8840","ENSG00000147041.7","SYTL5"
"8841","ENSG00000147044.16","CASK"
"8842","ENSG00000147050.10","KDM6A"
"8843","ENSG00000147059.7","SPIN2A"
"8844","ENSG00000147065.12","MSN"
"8845","ENSG00000147081.10","AKAP4"
"8846","ENSG00000147082.13","CCNB3"
"8847","ENSG00000147099.15","HDAC8"
"8848","ENSG00000147100.5","SLC16A2"
"8849","ENSG00000147113.12","CXorf36"
"8850","ENSG00000147117.7","ZNF157"
"8851","ENSG00000147118.6","ZNF182"
"8852","ENSG00000147119.3","CHST7"
"8853","ENSG00000147121.11","KRBOX4"
"8854","ENSG00000147123.10","NDUFB11"
"8855","ENSG00000147124.8","ZNF41"
"8856","ENSG00000147127.4","RAB41"
"8857","ENSG00000147130.10","ZMYM3"
"8858","ENSG00000147133.11","TAF1"
"8859","ENSG00000147138.1","GPR174"
"8860","ENSG00000147140.11","NONO"
"8861","ENSG00000147144.8","CCDC120"
"8862","ENSG00000147145.8","LPAR4"
"8863","ENSG00000147155.6","EBP"
"8864","ENSG00000147160.5","AWAT2"
"8865","ENSG00000147162.9","OGT"
"8866","ENSG00000147164.7","SNX12"
"8867","ENSG00000147166.6","ITGB1BP2"
"8868","ENSG00000147168.8","IL2RG"
"8869","ENSG00000147174.7","ACRC"
"8870","ENSG00000147180.12","ZNF711"
"8871","ENSG00000147183.5","CPXCR1"
"8872","ENSG00000147202.13","DIAPH2"
"8873","ENSG00000147206.12","NXF3"
"8874","ENSG00000147223.5","RIPPLY1"
"8875","ENSG00000147224.6","PRPS1"
"8876","ENSG00000147231.9","CXorf57"
"8877","ENSG00000147234.6","FRMPD3"
"8878","ENSG00000147246.5","HTR2C"
"8879","ENSG00000147251.11","DOCK11"
"8880","ENSG00000147255.13","IGSF1"
"8881","ENSG00000147256.6","ARHGAP36"
"8882","ENSG00000147257.9","GPC3"
"8883","ENSG00000147262.2","GPR119"
"8884","ENSG00000147274.10","RBMX"
"8885","ENSG00000147316.8","MCPH1"
"8886","ENSG00000147324.6","MFHAS1"
"8887","ENSG00000147364.12","FBXO25"
"8888","ENSG00000147378.7","FATE1"
"8889","ENSG00000147380.6","OPN1MW"
"8890","ENSG00000147381.7","MAGEA4"
"8891","ENSG00000147382.14","FAM58A"
"8892","ENSG00000147383.6","NSDHL"
"8893","ENSG00000147394.14","ZNF185"
"8894","ENSG00000147400.8","CETN2"
"8895","ENSG00000147402.7","GABRQ"
"8896","ENSG00000147403.12","RPL10"
"8897","ENSG00000147408.10","CSGALNACT1"
"8898","ENSG00000147416.6","ATP6V1B2"
"8899","ENSG00000147419.12","CCDC25"
"8900","ENSG00000147421.13","HMBOX1"
"8901","ENSG00000147432.2","CHRNB3"
"8902","ENSG00000147434.4","CHRNA6"
"8903","ENSG00000147437.5","GNRH1"
"8904","ENSG00000147439.7","BIN3"
"8905","ENSG00000147443.8","DOK2"
"8906","ENSG00000147454.9","SLC25A37"
"8907","ENSG00000147457.9","CHMP7"
"8908","ENSG00000147459.13","DOCK5"
"8909","ENSG00000147465.7","STAR"
"8910","ENSG00000147471.7","PROSC"
"8911","ENSG00000147475.10","ERLIN2"
"8912","ENSG00000147481.9","SNTG1"
"8913","ENSG00000147485.8","PXDNL"
"8914","ENSG00000147488.7","ST18"
"8915","ENSG00000147509.9","RGS20"
"8916","ENSG00000147526.15","TACC1"
"8917","ENSG00000147533.12","GOLGA7"
"8918","ENSG00000147535.12","PPAPDC1B"
"8919","ENSG00000147536.7","GINS4"
"8920","ENSG00000147548.12","WHSC1L1"
"8921","ENSG00000147570.5","DNAJC5B"
"8922","ENSG00000147571.3","CRH"
"8923","ENSG00000147573.12","TRIM55"
"8924","ENSG00000147576.11","ADHFE1"
"8925","ENSG00000147586.5","MRPS28"
"8926","ENSG00000147588.6","PMP2"
"8927","ENSG00000147592.4","LACTB2"
"8928","ENSG00000147596.3","PRDM14"
"8929","ENSG00000147601.9","TERF1"
"8930","ENSG00000147604.9","RPL7"
"8931","ENSG00000147606.4","SLC26A7"
"8932","ENSG00000147613.3","PSKH2"
"8933","ENSG00000147614.3","ATP6V0D2"
"8934","ENSG00000147642.12","SYBU"
"8935","ENSG00000147647.8","DPYS"
"8936","ENSG00000147649.5","MTDH"
"8937","ENSG00000147650.7","LRP12"
"8938","ENSG00000147654.10","EBAG9"
"8939","ENSG00000147655.6","RSPO2"
"8940","ENSG00000147669.6","POLR2K"
"8941","ENSG00000147676.9","MAL2"
"8942","ENSG00000147677.6","EIF3H"
"8943","ENSG00000147679.7","UTP23"
"8944","ENSG00000147684.3","NDUFB9"
"8945","ENSG00000147687.12","TATDN1"
"8946","ENSG00000147689.12","FAM83A"
"8947","ENSG00000147697.4","GSDMC"
"8948","ENSG00000147724.7","FAM135B"
"8949","ENSG00000147789.11","ZNF7"
"8950","ENSG00000147799.7","ARHGAP39"
"8951","ENSG00000147804.5","SLC39A4"
"8952","ENSG00000147813.11","NAPRT1"
"8953","ENSG00000147852.11","VLDLR"
"8954","ENSG00000147853.12","AK3"
"8955","ENSG00000147854.12","UHRF2"
"8956","ENSG00000147862.10","NFIB"
"8957","ENSG00000147869.4","CER1"
"8958","ENSG00000147872.5","PLIN2"
"8959","ENSG00000147873.4","IFNA5"
"8960","ENSG00000147874.6","HAUS6"
"8961","ENSG00000147883.9","CDKN2B"
"8962","ENSG00000147885.2","IFNA16"
"8963","ENSG00000147889.12","CDKN2A"
"8964","ENSG00000147894.10","C9orf72"
"8965","ENSG00000147896.3","IFNK"
"8966","ENSG00000147905.13","ZCCHC7"
"8967","ENSG00000147912.8","FBXO10"
"8968","ENSG00000147926.9","SPATA31A3"
"8969","ENSG00000147955.12","SIGMAR1"
"8970","ENSG00000147996.12","CBWD5"
"8971","ENSG00000148019.8","CEP78"
"8972","ENSG00000148053.11","NTRK2"
"8973","ENSG00000148057.11","IDNK"
"8974","ENSG00000148082.5","SHC3"
"8975","ENSG00000148090.7","AUH"
"8976","ENSG00000148110.11","HIATL1"
"8977","ENSG00000148120.10","C9orf3"
"8978","ENSG00000148123.10","LPPR1"
"8979","ENSG00000148136.5","OR13C4"
"8980","ENSG00000148143.8","ZNF462"
"8981","ENSG00000148153.9","INIP"
"8982","ENSG00000148154.5","UGCG"
"8983","ENSG00000148156.6","ACTL7B"
"8984","ENSG00000148158.12","SNX30"
"8985","ENSG00000148175.8","STOM"
"8986","ENSG00000148180.12","GSN"
"8987","ENSG00000148187.13","MRRF"
"8988","ENSG00000148200.12","NR6A1"
"8989","ENSG00000148204.7","CRB2"
"8990","ENSG00000148215.3","OR5C1"
"8991","ENSG00000148218.11","ALAD"
"8992","ENSG00000148219.12","ASTN2"
"8993","ENSG00000148225.11","WDR31"
"8994","ENSG00000148229.8","POLE3"
"8995","ENSG00000148248.9","SURF4"
"8996","ENSG00000148288.7","GBGT1"
"8997","ENSG00000148290.5","SURF1"
"8998","ENSG00000148291.5","SURF2"
"8999","ENSG00000148296.5","SURF6"
"9000","ENSG00000148297.11","MED22"
"9001","ENSG00000148300.7","REXO4"
"9002","ENSG00000148303.12","RPL7A"
"9003","ENSG00000148308.13","GTF3C5"
"9004","ENSG00000148331.7","ASB6"
"9005","ENSG00000148334.10","PTGES2"
"9006","ENSG00000148335.10","NTMT1"
"9007","ENSG00000148337.15","CIZ1"
"9008","ENSG00000148339.8","SLC25A25"
"9009","ENSG00000148341.13","SH3GLB2"
"9010","ENSG00000148343.14","FAM73B"
"9011","ENSG00000148344.10","PTGES"
"9012","ENSG00000148346.7","LCN2"
"9013","ENSG00000148356.9","LRSAM1"
"9014","ENSG00000148357.12","HMCN2"
"9015","ENSG00000148358.15","GPR107"
"9016","ENSG00000148362.6","C9orf142"
"9017","ENSG00000148377.5","IDI2"
"9018","ENSG00000148384.11","INPP5E"
"9019","ENSG00000148386.5","LCN9"
"9020","ENSG00000148396.14","SEC16A"
"9021","ENSG00000148399.7","DPH7"
"9022","ENSG00000148400.9","NOTCH1"
"9023","ENSG00000148408.8","CACNA1B"
"9024","ENSG00000148411.3","NACC2"
"9025","ENSG00000148426.8","PROSER2"
"9026","ENSG00000148429.10","USP6NL"
"9027","ENSG00000148444.11","COMMD3"
"9028","ENSG00000148450.8","MSRB2"
"9029","ENSG00000148459.11","PDSS1"
"9030","ENSG00000148468.12","FAM171A1"
"9031","ENSG00000148481.9","FAM188A"
"9032","ENSG00000148482.7","SLC39A12"
"9033","ENSG00000148483.7","TMEM236"
"9034","ENSG00000148484.13","RSU1"
"9035","ENSG00000148488.11","ST8SIA6"
"9036","ENSG00000148498.11","PARD3"
"9037","ENSG00000148513.13","ANKRD30A"
"9038","ENSG00000148516.17","ZEB1"
"9039","ENSG00000148541.8","FAM13C"
"9040","ENSG00000148572.10","NRBF2"
"9041","ENSG00000148584.10","A1CF"
"9042","ENSG00000148600.10","CDHR1"
"9043","ENSG00000148602.5","LRIT1"
"9044","ENSG00000148604.9","RGR"
"9045","ENSG00000148606.8","POLR3A"
"9046","ENSG00000148634.11","HERC4"
"9047","ENSG00000148655.10","C10orf11"
"9048","ENSG00000148660.16","CAMK2G"
"9049","ENSG00000148671.9","ADIRF"
"9050","ENSG00000148672.7","GLUD1"
"9051","ENSG00000148677.6","ANKRD1"
"9052","ENSG00000148680.11","HTR7"
"9053","ENSG00000148688.9","RPP30"
"9054","ENSG00000148690.10","FRA10AC1"
"9055","ENSG00000148700.9","ADD3"
"9056","ENSG00000148702.10","HABP2"
"9057","ENSG00000148704.8","VAX1"
"9058","ENSG00000148719.10","DNAJB12"
"9059","ENSG00000148730.6","EIF4EBP2"
"9060","ENSG00000148734.7","NPFFR1"
"9061","ENSG00000148735.10","PLEKHS1"
"9062","ENSG00000148737.11","TCF7L2"
"9063","ENSG00000148773.8","MKI67"
"9064","ENSG00000148795.5","CYP17A1"
"9065","ENSG00000148798.5","INA"
"9066","ENSG00000148803.7","FUOM"
"9067","ENSG00000148814.13","LRRC27"
"9068","ENSG00000148824.14","MTG1"
"9069","ENSG00000148826.6","NKX6-2"
"9070","ENSG00000148832.10","PAOX"
"9071","ENSG00000148834.8","GSTO1"
"9072","ENSG00000148835.9","TAF5"
"9073","ENSG00000148840.6","PPRC1"
"9074","ENSG00000148841.11","ITPRIP"
"9075","ENSG00000148842.13","CNNM2"
"9076","ENSG00000148843.9","PDCD11"
"9077","ENSG00000148848.10","ADAM12"
"9078","ENSG00000148908.10","RGS10"
"9079","ENSG00000148925.6","BTBD10"
"9080","ENSG00000148926.5","ADM"
"9081","ENSG00000148935.6","GAS2"
"9082","ENSG00000148942.10","SLC5A12"
"9083","ENSG00000148943.7","LIN7C"
"9084","ENSG00000148948.3","LRRC4C"
"9085","ENSG00000148950.5","IMMP1L"
"9086","ENSG00000148965.4","SAA4"
"9087","ENSG00000148985.15","PGAP2"
"9088","ENSG00000149016.11","TUT1"
"9089","ENSG00000149021.2","SCGB1A1"
"9090","ENSG00000149043.12","SYT8"
"9091","ENSG00000149050.5","ZNF214"
"9092","ENSG00000149054.10","ZNF215"
"9093","ENSG00000149084.7","HSD17B12"
"9094","ENSG00000149089.8","APIP"
"9095","ENSG00000149090.7","PAMR1"
"9096","ENSG00000149091.11","DGKZ"
"9097","ENSG00000149100.8","EIF3M"
"9098","ENSG00000149115.9","TNKS1BP1"
"9099","ENSG00000149124.6","GLYAT"
"9100","ENSG00000149131.11","SERPING1"
"9101","ENSG00000149133.1","OR5F1"
"9102","ENSG00000149136.3","SSRP1"
"9103","ENSG00000149150.4","SLC43A1"
"9104","ENSG00000149177.8","PTPRJ"
"9105","ENSG00000149179.9","C11orf49"
"9106","ENSG00000149182.10","ARFGAP2"
"9107","ENSG00000149187.13","CELF1"
"9108","ENSG00000149196.11","C11orf73"
"9109","ENSG00000149201.5","CCDC81"
"9110","ENSG00000149212.6","SESN3"
"9111","ENSG00000149218.4","ENDOD1"
"9112","ENSG00000149231.7","CCDC82"
"9113","ENSG00000149243.11","KLHL35"
"9114","ENSG00000149256.10","TENM4"
"9115","ENSG00000149257.9","SERPINH1"
"9116","ENSG00000149260.10","CAPN5"
"9117","ENSG00000149262.12","INTS4"
"9118","ENSG00000149269.5","PAK1"
"9119","ENSG00000149273.10","RPS3"
"9120","ENSG00000149289.6","ZC3H12C"
"9121","ENSG00000149292.12","TTC12"
"9122","ENSG00000149294.12","NCAM1"
"9123","ENSG00000149295.9","DRD2"
"9124","ENSG00000149300.5","C11orf52"
"9125","ENSG00000149305.2","HTR3B"
"9126","ENSG00000149308.12","NPAT"
"9127","ENSG00000149311.13","ATM"
"9128","ENSG00000149313.6","AASDHPPT"
"9129","ENSG00000149328.10","GLB1L2"
"9130","ENSG00000149346.10","SLX4IP"
"9131","ENSG00000149357.5","LAMTOR1"
"9132","ENSG00000149380.7","P4HA3"
"9133","ENSG00000149403.7","GRIK4"
"9134","ENSG00000149418.6","ST14"
"9135","ENSG00000149428.14","HYOU1"
"9136","ENSG00000149435.8","GGTLC1"
"9137","ENSG00000149443.4","C20orf78"
"9138","ENSG00000149451.13","ADAM33"
"9139","ENSG00000149452.11","SLC22A8"
"9140","ENSG00000149474.9","CSRP2BP"
